occid,catalognumber,family,sciname,cleanedname,eventdate,island,locality,decimalLatitude,decimallongitude,coordinateUncertaintyInMeters
1285619,240824,Amastridae,Amastra frosti,Amastra micans,,Oahu,Ridge between Pohakea and Green Peak,21.430556,-157.795833,1807
1289876,9447,Achatinellidae,Achatinella frosti,Amastra micans,,Oahu,[no specific locality],21.4333,-157.9667,36518
1290010,135748,Amastridae,Amastra frosti,Amastra micans,,Oahu,[no specific locality],21.4333,-157.9667,36518
1289550,140343,Amastridae,Amastra micans,Amastra micans,,Oahu,[no specific locality],21.4333,-157.9667,36518
1342252,276765,Amastridae,Amastra micans,Amastra micans,,Oahu,"Oahu Island, Waianae",21.44472,-158.19,
133434,10303,Amastridae,Amastra micans frosti,Amastra micans,,Oahu,Oahu,21.46389,-157.95309,
140786,25468,Amastridae,Amastra frosti unicolor,Amastra micans,,Oahu,Oahu,21.46389,-157.95309,
146064,32522,Amastridae,Amastra frosti,Amastra micans,,Oahu,Oahu,21.46389,-157.95309,
1365338,75328,Amastridae,Amastra micans,Amastra micans,,Oahu,Oahu,21.46389,-157.95309,36721
1365637,87530,Amastridae,Amastra micans,Amastra micans,,Oahu,Oahu,21.46389,-157.95309,36721
1365810,87617,Amastridae,Amastra micans,Amastra micans,,Oahu,Oahu,21.46389,-157.95309,36721
1373052,87631,Amastridae,Amastra micans,Amastra micans,,Oahu,Oahu,21.46389,-157.95309,36721
1379783,146157,Amastridae,Amastra micans,Amastra micans,,Oahu,Oahu,21.46389,-157.95309,36721
1281309,31166,Amastridae,Amastra micans,Amastra micans,,Oahu,Popou-wela (Popouwela),21.464347,-158.100176,2500
1290078,141574,Amastridae,Amastra micans,Amastra micans,,Oahu,Popou-wela (Popouwela),21.464347,-158.100176,2500
1334100,95885,Amastridae,Amastra frosti,Amastra micans,,Oahu,"Waianae Mountains, Popouwela",21.465096,-158.092403,2584
1285853,395615,Amastridae,Amastra micans,Amastra micans,,Oahu,Waianae,21.466293,-158.166649,4521
1397674,295188,Amastridae,Amastra micans,Amastra micans,,Oahu,Puu Hapapa,21.4670661,-158.1014023,50
1397676,295189,Amastridae,Amastra micans,Amastra micans,,Oahu,Puu Hapapa,21.4670661,-158.1014023,50
164505,73273,Amastridae,Amastra frostii,Amastra micans,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
164506,73274,Amastridae,Amastra frostii unicolor,Amastra micans,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
164524,73292,Amastridae,Amastra frostii unicolor,Amastra micans,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
164525,73293,Amastridae,Amastra frostii unicolor,Amastra micans,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
164526,73294,Amastridae,Amastra frostii unicolor,Amastra micans,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
164527,73295,Amastridae,Amastra frostii unicolor,Amastra micans,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
164528,73296,Amastridae,Amastra frostii unicolor,Amastra micans,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
164529,73297,Amastridae,Amastra frostii unicolor,Amastra micans,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
164530,73298,Amastridae,Amastra frostii unicolor,Amastra micans,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
164531,73299,Amastridae,Amastra frostii unicolor,Amastra micans,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
164532,73300,Amastridae,Amastra frostii unicolor,Amastra micans,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
51166,168746,Amastridae,Amastra micans frosti,Amastra micans,,Oahu,Waianae Mountain; near Kolekole Pass; = loc. #73273-4,21.47437,-158.113712,383
134078,12145,Amastridae,Amastra micans,Amastra micans,,Oahu,Waianae Mts.; Pukaloa,21.484783,-158.123417,911
134123,12208,Amastridae,Amastra micans,Amastra micans,,Oahu,Waianae Mts.; Pukaloa,21.484783,-158.123417,911
21445,110373,Amastridae,Amastra micans,Amastra micans,,Oahu,Waianae Mountains; Kalena,21.48904,-158.13241,2
21446,110374,Amastridae,Amastra micans,Amastra micans,,Oahu,Waianae Mountains; Kalena,21.48904,-158.13241,2
21447,110375,Amastridae,Amastra micans,Amastra micans,,Oahu,Waianae Mountains; Kalena,21.48904,-158.13241,2
137665,18310,Amastridae,Amastra frosti unicolor,Amastra micans,,Oahu,Waianae,21.491559,-158.052353,15902
156723,55452,Amastridae,Amastra frostii,Amastra micans,,Oahu,Waianae,21.491559,-158.052353,15902
156724,55453,Amastridae,Amastra frostii,Amastra micans,,Oahu,Waianae,21.491559,-158.059219,16583
156743,55533,Amastridae,Amastra frostii,Amastra micans,,Oahu,Waianae,21.491559,-158.059219,16583
156758,55595,Amastridae,Amastra micans,Amastra micans,,Oahu,Waianae,21.491559,-158.052353,15902
157377,56795,Amastridae,Amastra frosti,Amastra micans,,Oahu,Waianae,21.491559,-158.052353,15902
157375,56793,Amastridae,Amastra variegata,Amastra micans,,Oahu,Waianae,21.491559,-158.052353,15902
708,25467,Amastridae,Amastra frosti,Amastra micans,,Oahu,Waianae Mts.; Leilehua,21.492597,-158.00904,2060
1334239,96038,Amastridae,Amastra micans,Amastra micans,,Oahu,Waianae Mountains,21.497321,-158.139393,17802
1336829,158563,Amastridae,Amastra micans,Amastra micans,,Oahu,Waianae Mountains,21.497321,-158.139393,17802
1293333,108233,Amastridae,Amastra micans,Amastra micans,,Oahu,"Haleauau, Waianae Mountains, Oahu",21.503072,-158.108431,3467
1293335,108235,Amastridae,Amastra micans,Amastra micans,,Oahu,"Haliauau, Waianae Mountains, Oahu",21.503072,-158.108431,3467
51165,168745,Amastridae,Amastra micans,Amastra micans,,Oahu,Waianae Mountain; Haleauau; = loc. #73292-98,21.503072,-158.108431,3467
1291370,264715,Amastridae,Amastra micans,Amastra micans,,Oahu,"Haleanau, Waianae Mountains, Oahu",21.503072,-158.108431,3467
1290012,135472,Amastridae,Amastra micans,Amastra micans,,Oahu,Haleauau,21.510293,-158.093123,1807
1289967,141540,Amastridae,Amastra micans,Amastra micans,,Oahu,Haleauau,21.510293,-158.093123,1807
33538,123153,Amastridae,Amastra micans,Amastra micans,,Oahu,Waianae Mountains; Haleauau,21.517722,-158.112878,3242
147794,35651,Amastridae,Amastra,Amastra rubens,1913-02-01,Oahu,"Waianae Mts.; Kawaihapai; in talus, foot of slope to 1/2 top",21.563232,-158.181238,
148071,36817,Amastridae,Amastra,Amastra rubens,1913-03-01,Oahu,Waianae Mts.; Mokuleia,21.549632,-158.154889,2980
147606,35445,Amastridae,Amastra,Amastra rubens,1913-11-23,Oahu,Waianae Mts.; Popouwela,21.46666666,-158.1,
147607,35446,Amastridae,Amastra,Amastra rubens,1913-11-23,Oahu,Waianae Mts.; Popouwela,21.46666666,-158.1,
154463,50810,Amastridae,Amastra,Amastra rubens,1922-01-01,Oahu,Waianae Mts.; Popouwela,21.46666666,-158.1,
154477,50824,Amastridae,Amastra,Amastra rubens,1922-01-01,Oahu,Waianae Mts.; Pukaloa,21.484783,-158.123417,911
154403,50742,Amastridae,Amastra,Amastra rubens,1922-01-01,Oahu,Waianae Mts.; Makaha,21.51433333,-158.1705667,
10079,93601,Amastridae,Amastra,Amastra rubens,1929-01-13,Oahu,Makaleha; Makaleha Valley,21.533095,-158.154122,3066
11911,98170,Amastridae,Amastra,Amastra rubens,1930-04-13,Oahu,Makaha Valley; for locality see 97985-94,21.479946,-158.195145,2839
44098,133560,Amastridae,Amastra,Amastra rubens,1931-12-03,Oahu,"Waianae Mountains; Palikea; Mokuleia, 1st valley west of Puu Pane, West branch, east slope ; Loc. = W250-",21.520993,-158.116532,301
25456,114303,Amastridae,Amastra,Amastra rubens,1932-11-04,Oahu,Waianae Mts.; Manuwai Gulch; Loc. 9 = W220-10,21.520315,-158.126115,65
25660,114484,Amastridae,Amastra,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.531879,-158.143695,1700
25661,114485,Amastridae,Amastra,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.531879,-158.143695,1700
25663,114487,Amastridae,Amastra,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.531879,-158.143695,1700
25667,114491,Amastridae,Amastra,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.531879,-158.143695,1700
25671,114495,Amastridae,Amastra,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.531879,-158.143695,1700
25672,114496,Amastridae,Amastra,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.531879,-158.143695,1700
25675,114499,Amastridae,Amastra,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.531879,-158.143695,1700
25677,114501,Amastridae,Amastra,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.531879,-158.143695,1700
30301,119940,Amastridae,Amastra,Amastra rubens,1933-05-14,Oahu,"Waianae Mts.; Kaala, Valley North side of; Manuwai Gulch, right fork; Loc. 6a = W220-10",21.519163,-158.127327,88
39049,128555,Amastridae,Amastra,Amastra rubens,1934-07-03,Oahu,Waianae Mountains; Mokuleia; Valley 4; Loc. W240-3 = Loc. #3,21.524443,-158.122933,86
62081,185248,Amastridae,Amastra,Amastra rubens,1940-04-24,Oahu,Waianae Mountains; Makaha Valley; Southeast branch; Loc. 7. SEE MAP,21.493649,-158.172059,184
62082,185249,Amastridae,Amastra,Amastra rubens,1940-04-24,Oahu,Waianae Mountains; Makaha Valley; Southeast branch; Loc. 7. SEE MAP,21.493649,-158.172059,184
1293424,108152,Amastridae,Amastrella rubens,Amastra rubens,1913-01-01,Oahu,"Kakauau, Waianea Mountains, Oahu",21.67,-157.94,
148066,36812,Amastridae,Amastra rubens,Amastra rubens,1913-03-01,Oahu,Waianae Mts.; Haleanau,21.49825,-158.1298833,
15354,102677,Amastridae,Amastra rubens kahana,Amastra rubens,1916-06-06,Oahu,"Kaipapau; Kaipapau Valley, by Castle Trail",21.572294,-157.929271,276
158108,58421,Amastridae,Amastra rubens,Amastra rubens,1921-07-01,Oahu,Oahu,21.46389,-157.95309,
156092,54176,Amastridae,Amastra rubens castanea,Amastra rubens,1923-05-08,Oahu,Waianae Mts.; Kaala; E ridge,21.50713334,-158.1390333,
156093,54177,Amastridae,Amastra rubens castanea,Amastra rubens,1923-05-08,Oahu,Waianae Mts.; Kaala; E ridge,21.50713334,-158.1390333,
156094,54178,Amastridae,Amastra rubens castanea,Amastra rubens,1923-05-08,Oahu,Waianae Mts.; Kaala; E ridge,21.50713334,-158.1390333,
156118,54202,Amastridae,Amastra rubens castanea,Amastra rubens,1923-05-08,Oahu,Waianae Mts.; Kaala; E ridge; near top,21.5081278,-158.1416972,
156151,54235,Amastridae,Amastra rubens castanea,Amastra rubens,1923-05-08,Oahu,Waianae Mts.; Kaala; E ridge; N. slope,21.5124861,-158.13675,
156152,54236,Amastridae,Amastra rubens castanea,Amastra rubens,1923-05-08,Oahu,Waianae Mts.; Kaala; E ridge; N. slope,21.5124861,-158.13675,
1306362,380129,Amastridae,Amastrella rubens,Amastra rubens,1923-05-08,Oahu,"Kaala, Waianae Mountains, Oahu",21.52,-158.15,
1306363,380130,Amastridae,Amastrella rubens,Amastra rubens,1923-05-08,Oahu,"Near top, Kaala, Waianae Mountains, Oahu",21.52,-158.15,
1308269,382000,Amastridae,Amastrella rubens,Amastra rubens,1923-05-08,Oahu,"Kaala, Waianae Mountains, Oahu",21.52,-158.15,
9903,93425,Amastridae,Amastra rubens,Amastra rubens,1926-12-31,Oahu,Waianae Mountains; Haleauau,21.517722,-158.112878,3242
1336834,158568,Amastridae,Amastra rubens,Amastra rubens,1927-11-23,Oahu,"Haleauau, Waianae Mountains",21.511613,-158.092923,5718
1303535,377298,Amastridae,Amastrella rubens,Amastra rubens,1930-09-07,Oahu,"Left (Banana Valley) 1 1/2 Hours from reservoir along creek bed, Makaleha, Oahu",21.58,-158.17,
1304357,378070,Amastridae,Amastrella rubens,Amastra rubens,1930-09-07,Oahu,"Left (Banana Valley) head of banana grove, below cliffs, Makaleha, Oahu",21.58,-158.17,
17385,105382,Amastridae,Amastra rubens,Amastra rubens,1931-07-18,Oahu,Oahu,21.46389,-157.95309,
44108,133570,Amastridae,Amastra rubens,Amastra rubens,1931-10-18,Oahu,"Waianae Mountains; Palikea>Puulu; 1st valley west of Puu Pane, East branch, east slope along F.R. line",21.519784,-158.114939,108
44103,133565,Amastridae,Amastra rubens,Amastra rubens,1931-12-03,Oahu,"Waianae Mountains; Palikea; Mokuleia, 1st valley west of Puu Pane, West branch above F.R. line, West slope; Loc. = W250-8",21.520422,-158.118309,86
44099,133561,Amastridae,Amastra rubens,Amastra rubens,1931-12-03,Oahu,"Waianae Mountains; Palikea; Mokuleia, 1st valley west of Puu Pane, West branch above F.R. line, East slope; Loc. = W250-",21.520993,-158.116532,301
43843,133328,Amastridae,Amastra rubens,Amastra rubens,1932-05-30,Oahu,"Waianae Mountains; Makaleha; Valley 1, East branch of East fork; Loc. = W170G-",21.521954,-158.149611,50
43822,133307,Amastridae,Amastra rubens,Amastra rubens,1932-06-16,Oahu,"Waianae Mountains; Makaleha; Valley 3, Central branch, East slope; Loc. = W170E-",21.538211,-158.157682,118
43837,133322,Amastridae,Amastra rubens,Amastra rubens,1932-07-01,Oahu,"Waianae Mountains; Makaleha; Valley 3, central valley at F.R. {=Forest Reserve? -RKK} line; Loc. = W170E-",21.534459,-158.157052,320
43860,133345,Amastridae,Amastra rubens,Amastra rubens,1932-07-13,Oahu,"Waianae Mountains; Makaleha; East branch, East fork, near forks; Loc. = W170G",21.532013,-158.153668,100
43865,133350,Amastridae,Amastra rubens,Amastra rubens,1932-07-13,Oahu,"Waianae Mountains; Makaleha; East branch, East fork, near forks; Loc. = W170G",21.532013,-158.153668,100
43846,133331,Amastridae,Amastra rubens,Amastra rubens,1932-07-13,Oahu,"Waianae Mountains; Makaleha; Valley 3, central branch, 750 feet East slope; Loc. = W170E-",21.538211,-158.157682,118
20134,109034,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Makaleha Valley; East fork of East Branch; Loc. 9 = Loc. W170 G-6,21.523159,-158.149582,85
20135,109035,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Makaleha Valley; East fork of East Branch; Loc. 9 = Loc. W170 G-6,21.523159,-158.149582,85
20136,109036,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Makaleha Valley; East fork of East Branch; Loc. 9 = Loc. W170 G-6,21.523159,-158.149582,85
20137,109037,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Makaleha Valley; East fork of East Branch; Loc. 9 = Loc. W170 G-6,21.523159,-158.149582,85
20138,109038,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Makaleha Valley; East fork of East Branch; Loc. 9 = Loc. W170 G-6,21.523159,-158.149582,85
20118,109018,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Makaleha Valley; East fork of East Branch; Loc. 8 = Loc. W170 G-5,21.525409,-158.150389,100
20109,109009,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Makaleha Valley; East fork of East Branch; Loc. 7 = Loc. W170 G-4,21.525852,-158.150898,50
20110,109010,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Makaleha Valley; East fork of East Branch; Loc. 7 = Loc. W170 G-4,21.525852,-158.150898,50
25183,114030,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Mokuleia; Makaleha; Central Valley from 200 feet below forks up to the forks; Loc. 13 =W170 E-4,21.527395,-158.161187,200
20089,108989,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Makaleha Valley; left fork of the Left Valley or east branch of East Valley; Loc. 6 = W170 G-3,21.528947,-158.151338,85
20090,108990,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Makaleha Valley; left fork of the Left Valley or east branch of East Valley; Loc. 6 = W170 G-3,21.528947,-158.151338,85
20091,108991,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Makaleha Valley; left fork of the Left Valley or east branch of East Valley; Loc. 6 = W170 G-3,21.528947,-158.151338,85
20092,108992,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Makaleha Valley; left fork of the Left Valley or east branch of East Valley; Loc. 6 = W170 G-3,21.528947,-158.151338,85
20093,108993,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Makaleha Valley; left fork of the Left Valley or east branch of East Valley; Loc. 6 = W170 G-3,21.528947,-158.151338,85
20094,108994,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Makaleha Valley; left fork of the Left Valley or east branch of East Valley; Loc. 6 = W170 G-3,21.528947,-158.151338,85
20072,108972,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Makaleha Valley; left fork of the Left Valley; Loc. 5 = W170 G-2,21.529014,-158.151787,50
20073,108973,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Makaleha Valley; left fork of the Left Valley; Loc. 5 = W170 G-2,21.529014,-158.151787,50
20074,108974,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Makaleha Valley; left fork of the Left Valley; Loc. 5 = W170 G-2,21.529014,-158.151787,50
25172,114019,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Mokuleia; Makaleha; Loc. 12 =W170E-3; half way between the fence and the forks (1st main),21.532183,-158.159181,95
25173,114020,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Mokuleia; Makaleha; Loc. 12 =W170E-3; half way between the fence and the forks (1st main),21.532183,-158.159181,95
25174,114021,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Mokuleia; Makaleha; Loc. 12 =W170E-3; half way between the fence and the forks (1st main),21.532183,-158.159181,95
25175,114022,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Mokuleia; Makaleha; Loc. 12 =W170E-3; half way between the fence and the forks (1st main),21.532183,-158.159181,95
25176,114023,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Mokuleia; Makaleha; Loc. 12 =W170E-3; half way between the fence and the forks (1st main),21.532183,-158.159181,95
25153,114000,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Mokuleia; Makaleha; Loc. 11; from forest reserve fence tp about 100 feet higher on the left slope = W170 E-2,21.533713,-158.158232,50
25154,114001,Amastridae,Amastra rubens,Amastra rubens,1932-07-14,Oahu,Waianae Mts.; Mokuleia; Makaleha; Loc. 11; from forest reserve fence tp about 100 feet higher on the left slope = W170 E-2,21.533713,-158.158232,50
43829,133314,Amastridae,Amastra rubens,Amastra rubens,1932-09-01,Oahu,"Waianae Mountains; Makaleha; Valley 3, Central branch, West fork near top of range; Loc. = W170E-",21.520621,-158.169258,223
25472,114319,Amastridae,Amastra rubens,Amastra rubens,1932-11-04,Oahu,Waianae Mts.; Manuwai Gulch; Loc. 10 = W220-9; east fork,21.519638,-158.12605,100
25453,114300,Amastridae,Amastra rubens,Amastra rubens,1932-11-04,Oahu,Waianae Mts.; Manuwai Gulch; Loc. 9 = W220-10,21.520315,-158.126115,65
25454,114301,Amastridae,Amastra rubens,Amastra rubens,1932-11-04,Oahu,Waianae Mts.; Manuwai Gulch; Loc. 9 = W220-10,21.520315,-158.126115,65
25455,114302,Amastridae,Amastra rubens,Amastra rubens,1932-11-04,Oahu,Waianae Mts.; Manuwai Gulch; Loc. 9 = W220-10,21.520315,-158.126115,65
25422,114269,Amastridae,Amastra rubens,Amastra rubens,1932-11-04,Oahu,Waianae Mts.; Manuwai Gulch; Loc. 6 = W220-6,21.521669,-158.126715,108
25407,114254,Amastridae,Amastra rubens,Amastra rubens,1932-11-04,Oahu,Waianae Mts.; Manuwai Gulch; Loc. 5 = W220-5,21.52438,-158.126636,200
25398,114245,Amastridae,Amastra rubens,Amastra rubens,1932-11-04,Oahu,Waianae Mts.; Manuwai Gulch; Loc. 4 = W220-4,21.52871,-158.126744,364
25579,114426,Amastridae,Amastra rubens,Amastra rubens,1932-11-04,Oahu,Waianae Mts.; Kamokunui Valley; Loc. 5 = W200-5,21.529055,-158.136172,75
25580,114427,Amastridae,Amastra rubens,Amastra rubens,1932-11-04,Oahu,Waianae Mts.; Kamokunui Valley; Loc. 5 = W200-5,21.529055,-158.136172,75
25581,114428,Amastridae,Amastra rubens,Amastra rubens,1932-11-04,Oahu,Waianae Mts.; Kamokunui Valley; Loc. 5 = W200-5,21.529055,-158.136172,75
25582,114429,Amastridae,Amastra rubens,Amastra rubens,1932-11-04,Oahu,Waianae Mts.; Kamokunui Valley; Loc. 5 = W200-5,21.529055,-158.136172,75
25583,114430,Amastridae,Amastra rubens,Amastra rubens,1932-11-04,Oahu,Waianae Mts.; Kamokunui Valley; Loc. 5 = W200-5,21.529055,-158.136172,75
25584,114431,Amastridae,Amastra rubens,Amastra rubens,1932-11-04,Oahu,Waianae Mts.; Kamokunui Valley; Loc. 5 = W200-5,21.529055,-158.136172,75
25585,114432,Amastridae,Amastra rubens,Amastra rubens,1932-11-04,Oahu,Waianae Mts.; Kamokunui Valley; Loc. 5 = W200-5,21.529055,-158.136172,75
25586,114433,Amastridae,Amastra rubens,Amastra rubens,1932-11-04,Oahu,Waianae Mts.; Kamokunui Valley; Loc. 5 = W200-5,21.529055,-158.136172,75
25587,114434,Amastridae,Amastra rubens,Amastra rubens,1932-11-04,Oahu,Waianae Mts.; Kamokunui Valley; Loc. 5 = W200-5,21.529055,-158.136172,75
